,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date
4855,Resort Hotel,0,171,2016,4,15,4,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-04-06,2016-04-04
113772,City Hotel,0,43,2017,6,23,9,1,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,153.33,0,1,Check-Out,2017-06-12,2017-06-09
36930,Resort Hotel,0,1,2017,6,22,1,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,82.0,1,1,Check-Out,2017-06-02,2017-06-01
27893,Resort Hotel,0,0,2016,9,38,13,0,1,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,,223.0,0,Transient-Party,60.0,0,0,Check-Out,2016-09-14,2016-09-13
78845,City Hotel,0,17,2015,10,42,15,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,104.11,0,1,Check-Out,2015-10-18,2015-10-15
57644,City Hotel,1,130,2016,9,40,29,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,2,Canceled,2016-09-27,2016-09-29
101495,City Hotel,0,71,2016,11,46,11,0,2,1,2.0,0,BB,FRA,Direct,Direct,0,0,0,B,A,0,No Deposit,14.0,,0,Transient,91.6,0,0,Check-Out,2016-11-13,2016-11-11
11111,Resort Hotel,1,63,2017,4,16,20,1,3,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,1,No Deposit,,307.0,0,Transient-Party,85.0,0,0,Canceled,2017-04-12,2017-04-20
49001,City Hotel,1,91,2016,4,15,4,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,80.0,0,0,Canceled,2016-02-04,2016-04-04
41172,City Hotel,1,39,2015,8,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06,2015-08-14
7051,Resort Hotel,1,200,2016,7,30,18,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,108.0,0,0,Canceled,2016-06-27,2016-07-18
63108,City Hotel,1,43,2017,2,5,1,0,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,0,Canceled,2017-01-09,2017-02-01
108030,City Hotel,0,151,2017,3,12,20,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,95.0,0,1,Check-Out,2017-03-22,2017-03-20
105794,City Hotel,0,11,2017,2,7,13,1,1,2,0.0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,2,Check-Out,2017-02-15,2017-02-13
81931,City Hotel,1,278,2016,8,33,11,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0,Canceled,2015-12-18,2016-08-11
86465,City Hotel,0,41,2016,4,14,1,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,107.1,0,0,Check-Out,2016-04-03,2016-04-01
76612,City Hotel,0,138,2015,7,30,25,0,1,2,0.0,0,BB,BRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-07-26,2015-07-25
83309,City Hotel,0,32,2016,1,5,25,1,2,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,58.0,0,0,Check-Out,2016-01-28,2016-01-25
28085,Resort Hotel,0,1,2016,9,39,20,0,1,4,0.0,0,BB,IRL,Direct,Direct,0,0,0,C,C,3,No Deposit,,,0,Transient,148.0,0,0,Check-Out,2016-09-21,2016-09-20
10760,Resort Hotel,1,2,2017,4,14,2,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,184.0,,0,Transient,77.0,0,0,No-Show,2017-04-02,2017-04-02
82738,City Hotel,0,0,2016,1,2,5,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,85.0,0,0,Check-Out,2016-01-06,2016-01-05
7334,Resort Hotel,1,247,2016,8,32,4,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,119.0,0,0,Canceled,2016-08-01,2016-08-04
33045,Resort Hotel,0,0,2017,2,6,8,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2017-02-13,2017-02-08
108804,City Hotel,0,82,2017,3,13,30,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.8,0,2,Check-Out,2017-04-02,2017-03-30
37519,Resort Hotel,0,152,2017,6,25,20,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient,80.0,0,0,Check-Out,2017-06-21,2017-06-20
92176,City Hotel,0,174,2016,6,27,29,0,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,85.5,0,1,Check-Out,2016-07-02,2016-06-29
3038,Resort Hotel,1,41,2015,11,46,12,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10,2015-11-12
43116,City Hotel,0,31,2015,9,38,15,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,94.5,0,1,Check-Out,2015-09-17,2015-09-15
14436,Resort Hotel,0,4,2016,1,5,26,0,1,1,0.0,0,BB,,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,49.0,0,0,Check-Out,2016-01-27,2016-01-26
68210,City Hotel,1,103,2017,5,20,15,1,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2017-05-13,2017-05-15
99996,City Hotel,0,59,2016,10,43,17,1,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,2,Check-Out,2016-10-21,2016-10-17
23913,Resort Hotel,0,108,2016,4,18,30,2,5,2,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,253.0,,0,Transient,50.93,0,0,Check-Out,2016-05-07,2016-04-30
68966,City Hotel,1,208,2017,5,21,24,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,12.0,0,0,Canceled,2017-05-11,2017-05-24
118272,City Hotel,0,106,2017,8,33,13,2,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,195.0,0,1,Check-Out,2017-08-18,2017-08-13
72539,City Hotel,1,261,2017,7,31,30,2,2,2,0.0,0,SC,TWN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,1,Canceled,2016-12-11,2017-07-30
14969,Resort Hotel,0,195,2017,3,10,5,4,6,2,0.0,0,BB,GBR,Groups,Direct,1,0,2,A,H,2,No Deposit,273.0,,0,Transient-Party,-6.38,0,0,Check-Out,2017-03-15,2017-03-05
116744,City Hotel,0,256,2017,7,29,21,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,107.1,0,2,Check-Out,2017-07-24,2017-07-21
95586,City Hotel,0,0,2016,8,34,20,0,1,2,0.0,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,0,Check-Out,2016-08-21,2016-08-20
85212,City Hotel,0,0,2016,3,11,10,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,,163.0,0,Transient,50.0,1,1,Check-Out,2016-03-11,2016-03-10
48522,City Hotel,1,32,2016,3,13,25,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,0,Canceled,2016-02-26,2016-03-25
93755,City Hotel,0,80,2016,7,31,25,1,1,2,1.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,83.0,,0,Transient,93.25,0,1,Check-Out,2016-07-27,2016-07-25
58470,City Hotel,1,97,2016,10,42,12,1,4,2,0.0,0,BB,USA,Direct,Direct,0,0,0,F,F,3,No Deposit,14.0,,0,Transient,176.8,0,0,No-Show,2016-10-12,2016-10-12
782,Resort Hotel,0,0,2015,7,31,29,0,1,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,,,0,Transient,188.0,0,0,Check-Out,2015-07-30,2015-07-29
105767,City Hotel,0,67,2017,2,7,12,2,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,72.0,0,0,Check-Out,2017-02-15,2017-02-12
28638,Resort Hotel,0,7,2016,10,41,5,0,4,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,405.0,0,Transient-Party,58.0,1,1,Check-Out,2016-10-09,2016-10-05
54183,City Hotel,1,13,2016,7,28,8,0,1,2,0.0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,137.0,0,0,Canceled,2016-07-04,2016-07-08
88771,City Hotel,1,26,2016,11,45,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,10,A,E,0,No Deposit,,219.0,0,Transient,88.0,0,1,No-Show,2016-11-02,2016-11-02
112369,City Hotel,0,102,2017,5,20,19,2,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.6,0,1,Check-Out,2017-05-24,2017-05-19
27091,Resort Hotel,0,14,2016,8,34,15,1,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,265.0,0,2,Check-Out,2016-08-20,2016-08-15
34054,Resort Hotel,0,171,2017,3,10,5,2,5,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,E,E,0,No Deposit,298.0,,0,Transient-Party,73.0,0,0,Check-Out,2017-03-12,2017-03-05
19495,Resort Hotel,0,7,2015,12,52,22,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2015-12-23,2015-12-22
25629,Resort Hotel,0,218,2016,6,27,28,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,90.64,0,1,Check-Out,2016-07-05,2016-06-28
76803,City Hotel,0,1,2015,8,33,11,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,105.0,1,1,Check-Out,2015-08-12,2015-08-11
72183,City Hotel,1,240,2017,7,30,23,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0,Canceled,2016-11-25,2017-07-23
106988,City Hotel,0,11,2017,3,9,3,1,2,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.2,0,1,Check-Out,2017-03-06,2017-03-03
80437,City Hotel,1,34,2015,12,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,90.0,0,0,Canceled,2015-11-17,2015-12-08
5941,Resort Hotel,1,151,2016,5,21,17,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,46.0,0,0,Canceled,2016-01-25,2016-05-17
648,Resort Hotel,0,39,2015,7,30,24,0,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient,107.0,0,0,Check-Out,2015-07-26,2015-07-24
53074,City Hotel,1,188,2016,6,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0,Canceled,2016-01-18,2016-06-15
39792,Resort Hotel,0,225,2017,8,34,22,1,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,138.38,0,0,Check-Out,2017-08-28,2017-08-22
58478,City Hotel,1,28,2016,10,42,13,0,1,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,234.0,,0,Transient-Party,120.0,0,0,Canceled,2016-10-07,2016-10-13
5476,Resort Hotel,1,76,2016,4,18,29,2,6,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,88.0,0,1,Canceled,2016-04-09,2016-04-29
1196,Resort Hotel,1,13,2015,8,34,18,0,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,202.0,0,1,Canceled,2015-08-07,2015-08-18
90343,City Hotel,0,70,2016,6,23,3,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,20.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-06-05,2016-06-03
78338,City Hotel,0,6,2017,8,34,23,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,4,30,A,A,0,No Deposit,,40.0,0,Transient,67.0,0,1,Check-Out,2017-08-24,2017-08-23
112672,City Hotel,0,14,2017,5,21,25,0,2,2,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,180.0,0,1,Check-Out,2017-05-27,2017-05-25
107738,City Hotel,0,58,2017,3,11,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,141.0,,0,Transient,75.0,0,0,Check-Out,2017-03-17,2017-03-15
29333,Resort Hotel,0,123,2016,10,43,21,2,3,2,0.0,0,BB,SWE,Groups,Corporate,0,0,0,F,F,3,No Deposit,,,0,Transient-Party,95.0,1,0,Check-Out,2016-10-26,2016-10-21
52830,City Hotel,1,6,2016,6,25,12,1,0,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,1,Canceled,2016-06-09,2016-06-12
107754,City Hotel,0,76,2017,3,11,15,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,106.2,0,1,Check-Out,2017-03-18,2017-03-15
94015,City Hotel,0,153,2016,7,31,29,0,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,94.5,0,1,Check-Out,2016-07-30,2016-07-29
70714,City Hotel,1,153,2017,6,25,21,0,4,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,,348.0,0,Transient,110.0,0,0,Canceled,2017-01-19,2017-06-21
46828,City Hotel,0,43,2016,1,4,19,0,5,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,77.69,0,1,Check-Out,2016-01-24,2016-01-19
2492,Resort Hotel,0,47,2015,10,43,19,1,4,2,0.0,0,HB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,47,Transient-Party,76.8,0,0,Check-Out,2015-10-24,2015-10-19
118300,City Hotel,0,84,2017,8,33,14,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient-Party,170.0,0,0,Check-Out,2017-08-18,2017-08-14
43417,City Hotel,0,74,2015,9,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Check-Out,2015-09-20,2015-09-18
2086,Resort Hotel,0,41,2015,9,40,30,4,10,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Contract,54.4,0,0,Check-Out,2015-10-14,2015-09-30
37784,Resort Hotel,0,251,2017,6,26,26,1,3,2,0.0,0,HB,CN,Groups,TA/TO,0,0,0,D,E,0,No Deposit,96.0,,0,Transient-Party,106.0,0,1,Check-Out,2017-06-30,2017-06-26
99402,City Hotel,0,125,2016,10,42,9,2,2,0,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,110.7,0,4,Check-Out,2016-10-13,2016-10-09
116609,City Hotel,0,190,2017,7,29,19,0,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,124.0,0,0,Check-Out,2017-07-22,2017-07-19
39870,Resort Hotel,0,81,2017,8,35,27,2,2,2,2.0,0,Undefined,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,351.0,1,2,Check-Out,2017-08-31,2017-08-27
86763,City Hotel,0,6,2016,4,15,7,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,216.0,0,Transient,88.2,0,0,Check-Out,2016-04-08,2016-04-07
107358,City Hotel,0,2,2017,3,10,11,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,78.4,0,0,Check-Out,2017-03-12,2017-03-11
103369,City Hotel,0,6,2016,12,52,18,2,1,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,116.0,0,2,Check-Out,2016-12-21,2016-12-18
102630,City Hotel,0,53,2016,11,49,29,0,4,0,2.0,0,BB,ROU,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,9.0,,0,Transient,77.86,0,2,Check-Out,2016-12-03,2016-11-29
99647,City Hotel,0,120,2016,10,42,13,0,3,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.3,0,2,Check-Out,2016-10-16,2016-10-13
19705,Resort Hotel,0,37,2015,12,53,30,0,3,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,2,No Deposit,,,0,Transient,224.0,0,2,Check-Out,2016-01-02,2015-12-30
16386,Resort Hotel,0,1,2016,3,10,1,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,,154.0,0,Transient,27.0,0,0,Check-Out,2016-03-03,2016-03-01
46268,City Hotel,0,118,2015,12,53,28,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,110.8,0,2,Check-Out,2016-01-02,2015-12-28
95371,City Hotel,0,149,2016,8,33,12,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,120.7,0,2,Check-Out,2016-08-18,2016-08-12
30581,Resort Hotel,0,0,2016,11,48,26,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2016-11-27,2016-11-26
104586,City Hotel,0,44,2017,1,2,14,2,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,105.9,0,0,Check-Out,2017-01-19,2017-01-14
96628,City Hotel,0,31,2016,9,36,2,1,2,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,233.1,0,1,Check-Out,2016-09-05,2016-09-02
53757,City Hotel,1,36,2016,6,27,29,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,11.0,,0,Transient,110.8,0,0,Canceled,2016-05-26,2016-06-29
40852,City Hotel,1,124,2015,8,32,8,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-08-01,2015-08-08
104411,City Hotel,0,29,2017,1,2,10,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.1,0,3,Check-Out,2017-01-13,2017-01-10
63208,City Hotel,1,573,2017,2,5,2,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,2017-02-02
20828,Resort Hotel,0,5,2016,4,15,6,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,D,0,No Deposit,240.0,,0,Transient,71.0,1,1,Check-Out,2016-04-08,2016-04-06
59277,City Hotel,1,169,2016,10,44,25,0,4,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.9,0,0,Canceled,2016-09-13,2016-10-25
61994,City Hotel,1,224,2016,12,53,29,2,3,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,82.11,0,0,Canceled,2016-08-13,2016-12-29
68992,City Hotel,1,341,2017,5,21,24,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,123.3,0,1,Canceled,2017-05-22,2017-05-24
40772,City Hotel,0,0,2015,8,32,7,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,75.0,0,1,Check-Out,2015-08-09,2015-08-07
57860,City Hotel,1,4,2016,10,41,2,1,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,0,Canceled,2016-09-29,2016-10-02
51050,City Hotel,0,309,2016,5,20,13,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,215,Transient-Party,65.0,0,0,Check-Out,2016-05-16,2016-05-13
25913,Resort Hotel,0,179,2016,7,29,11,1,4,1,1.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,24.7,0,1,Check-Out,2016-07-16,2016-07-11
58431,City Hotel,1,279,2016,10,42,12,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,98.0,,0,Transient,110.0,0,0,Canceled,2016-05-05,2016-10-12
63721,City Hotel,1,47,2017,2,7,18,2,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,89.54,0,1,Canceled,2017-01-30,2017-02-18
20032,Resort Hotel,0,0,2016,1,5,27,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,D,D,0,No Deposit,,,0,Transient,39.0,0,1,Check-Out,2016-01-28,2016-01-27
79325,City Hotel,0,37,2015,10,43,22,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,96.3,0,1,Check-Out,2015-10-25,2015-10-22
45949,City Hotel,1,92,2015,12,49,1,4,15,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,63.75,0,1,Canceled,2015-11-19,2015-12-01
77811,City Hotel,0,12,2015,9,39,24,1,3,2,0.0,0,SC,SVK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,178.5,0,1,Check-Out,2015-09-28,2015-09-24
41323,City Hotel,1,39,2015,8,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06,2015-08-14
46721,City Hotel,0,38,2016,1,4,17,2,5,1,0.0,0,BB,RUS,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,68.5,0,0,Check-Out,2016-01-24,2016-01-17
11117,Resort Hotel,1,157,2017,4,16,21,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,3,Canceled,2016-11-16,2017-04-21
50546,City Hotel,1,67,2016,5,19,4,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,0,Canceled,2016-04-06,2016-05-04
51804,City Hotel,1,323,2016,5,22,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,2016-05-26
13733,Resort Hotel,1,40,2017,8,35,28,1,2,1,0.0,0,BB,LBN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,230.0,0,1,Canceled,2017-07-27,2017-08-28
17924,Resort Hotel,0,0,2016,6,25,13,1,0,1,0.0,0,BB,PRT,Direct,Direct,1,0,6,D,D,0,No Deposit,,,0,Transient,111.0,0,0,Check-Out,2016-06-14,2016-06-13
90557,City Hotel,0,247,2016,6,24,6,1,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-06-08,2016-06-06
83173,City Hotel,0,1,2016,1,4,17,2,4,2,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.33,0,1,Check-Out,2016-01-23,2016-01-17
102269,City Hotel,0,191,2016,11,48,25,0,1,2,0.0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,,0,Transient,71.1,0,0,Check-Out,2016-11-26,2016-11-25
65370,City Hotel,1,162,2017,4,13,1,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,296.0,,0,Transient-Party,98.0,0,0,Canceled,2016-12-10,2017-04-01
75585,City Hotel,0,257,2015,7,27,1,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,101.5,0,0,Check-Out,2015-07-03,2015-07-01
11828,Resort Hotel,1,411,2017,5,22,31,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,71.1,0,0,Canceled,2016-04-15,2017-05-31
72351,City Hotel,1,7,2017,7,30,26,2,5,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,145.43,0,2,Canceled,2017-07-20,2017-07-26
