,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
53793,City Hotel,1,358,2016,June,27,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
21757,Resort Hotel,0,0,2016,March,11,7,1,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,29.0,0,1,Check-Out,2016-03-09
10452,Resort Hotel,1,86,2017,March,10,9,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,67.0,,0,Transient,46.0,0,0,Canceled,2016-12-13
42182,City Hotel,0,5,2015,September,36,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-09-03
49814,City Hotel,0,110,2016,April,17,20,0,2,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient-Party,90.95,0,0,Check-Out,2016-04-22
75999,City Hotel,1,336,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
73233,City Hotel,1,55,2017,August,33,17,0,2,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,210.0,0,0,Canceled,2017-06-23
27921,Resort Hotel,0,59,2016,September,38,15,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,,,0,Transient,169.0,0,1,Check-Out,2016-09-16
61503,City Hotel,1,524,2016,December,51,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2015-10-21
108193,City Hotel,0,19,2017,March,12,20,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,0,Check-Out,2017-03-24
2588,Resort Hotel,0,29,2015,October,43,22,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,2,No Deposit,,317.0,0,Transient-Party,56.0,0,0,Check-Out,2015-10-26
35776,Resort Hotel,0,0,2017,April,17,28,1,2,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,88.2,0,0,Check-Out,2017-05-01
98678,City Hotel,0,0,2016,October,42,12,0,1,1,0.0,0,SC,PRT,Direct,Direct,1,0,2,A,D,1,No Deposit,,,0,Transient,160.0,0,0,Check-Out,2016-10-13
36778,Resort Hotel,0,203,2017,May,21,25,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,223.0,0,Transient-Party,48.0,1,0,Check-Out,2017-05-28
107575,City Hotel,0,21,2017,March,11,14,0,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,2,No Deposit,254.0,,0,Transient-Party,251.0,0,0,Check-Out,2017-03-15
39828,Resort Hotel,0,228,2017,August,34,23,2,5,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,185.46,0,2,Check-Out,2017-08-30
6847,Resort Hotel,1,34,2016,July,28,6,0,2,2,0.0,1,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,222.0,0,2,Canceled,2016-06-03
37731,Resort Hotel,0,245,2017,June,25,21,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,128.0,0,1,Check-Out,2017-06-28
7926,Resort Hotel,0,346,2016,September,36,2,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,59.8,0,0,Check-Out,2016-09-09
45861,City Hotel,0,98,2015,November,48,23,1,3,1,0.0,0,BB,JOR,Groups,TA/TO,0,0,0,A,D,1,No Deposit,37.0,,0,Transient-Party,70.0,0,0,Check-Out,2015-11-27
72098,City Hotel,1,52,2017,July,29,20,2,8,2,0.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.8,0,1,Canceled,2017-05-30
65614,City Hotel,1,62,2017,April,14,6,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,135.0,0,0,Canceled,2017-02-03
41463,City Hotel,0,0,2015,August,34,17,1,0,2,0.0,0,BB,AGO,Direct,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient,124.0,0,0,Check-Out,2015-08-18
97718,City Hotel,0,19,2016,September,39,18,2,0,2,0.0,0,BB,MAR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient,95.0,0,0,Check-Out,2016-09-20
110904,City Hotel,0,4,2017,May,18,2,0,2,1,0.0,0,BB,POL,Offline TA/TO,GDS,0,0,0,A,A,1,No Deposit,195.0,,0,Transient,140.0,0,0,Check-Out,2017-05-04
55618,City Hotel,1,85,2016,August,34,18,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0,Canceled,2016-05-25
110160,City Hotel,0,133,2017,April,16,19,0,4,2,0.0,0,BB,LTU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390.0,,0,Transient-Party,124.0,0,0,Check-Out,2017-04-23
118801,City Hotel,0,34,2017,August,34,23,0,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,153.0,0,1,Check-Out,2017-08-26
73105,City Hotel,1,148,2017,August,33,14,2,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,3,No Deposit,14.0,,0,Transient,157.5,0,1,Canceled,2017-03-24
8687,Resort Hotel,1,131,2016,October,42,9,2,1,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,48.0,0,0,Canceled,2016-09-23
2268,Resort Hotel,0,9,2015,October,41,8,0,3,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,2,No Deposit,281.0,,0,Contract,45.0,0,0,Check-Out,2015-10-11
109098,City Hotel,0,80,2017,April,14,3,1,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,127.8,0,2,Check-Out,2017-04-07
81101,City Hotel,0,0,2015,December,49,2,0,1,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,105.0,0,1,Check-Out,2015-12-03
90416,City Hotel,0,8,2016,June,23,4,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,146.0,0,0,Check-Out,2016-06-06
72291,City Hotel,1,184,2017,July,30,25,0,4,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,1,Canceled,2017-03-04
100431,City Hotel,0,55,2016,October,44,23,2,3,2,0.0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,72.25,0,0,Check-Out,2016-10-28
19313,Resort Hotel,0,4,2015,December,50,11,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,47.0,0,0,Check-Out,2015-12-13
100244,City Hotel,0,386,2016,October,44,23,2,0,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,90.0,0,1,Check-Out,2016-10-25
16156,Resort Hotel,0,72,2015,August,33,9,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,149.0,,0,Transient,133.0,0,2,Check-Out,2015-08-16
73663,City Hotel,1,146,2017,August,35,29,0,5,2,0.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,131.0,0,1,Canceled,2017-04-08
111316,City Hotel,0,144,2017,May,18,6,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient-Party,90.0,0,1,Check-Out,2017-05-09
57864,City Hotel,1,52,2016,October,41,2,2,0,1,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1,Canceled,2016-08-25
94267,City Hotel,0,181,2016,July,31,30,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,103.95,0,1,Check-Out,2016-08-03
39089,Resort Hotel,0,4,2017,August,31,4,1,2,3,0.0,0,HB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,,0,Transient,349.67,1,2,Check-Out,2017-08-07
94549,City Hotel,0,180,2016,July,32,31,2,4,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,122.25,0,1,Check-Out,2016-08-06
28597,Resort Hotel,0,315,2016,September,40,27,2,8,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Transient,92.78,0,1,Check-Out,2016-10-07
48529,City Hotel,0,94,2016,March,13,25,1,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,11.0,,0,Transient,95.25,0,0,Check-Out,2016-03-28
113551,City Hotel,0,20,2017,June,23,5,1,3,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,116.0,0,1,Check-Out,2017-06-09
46736,City Hotel,0,28,2016,January,4,18,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,76.69,0,0,Check-Out,2016-01-20
49584,City Hotel,1,31,2016,April,16,15,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.5,0,0,Canceled,2016-03-30
41274,City Hotel,1,39,2015,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
46005,City Hotel,1,134,2015,December,49,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,91,Transient,65.0,0,0,Canceled,2015-10-22
117361,City Hotel,0,208,2017,August,31,2,0,1,2,0.0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,157.0,0,1,Check-Out,2017-08-03
18778,Resort Hotel,0,2,2015,November,48,28,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250.0,,0,Transient,99.0,1,0,Check-Out,2015-11-29
36760,Resort Hotel,0,203,2017,May,21,25,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,C,2,No Deposit,,223.0,0,Transient-Party,48.0,0,0,Check-Out,2017-05-28
110172,City Hotel,0,133,2017,April,16,19,0,4,2,0.0,0,BB,ISL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390.0,,0,Transient-Party,124.0,0,0,Check-Out,2017-04-23
37788,Resort Hotel,0,251,2017,June,26,26,1,3,2,0.0,0,HB,CN,Groups,TA/TO,0,0,0,D,C,0,No Deposit,96.0,,0,Transient-Party,108.0,0,0,Check-Out,2017-06-30
108392,City Hotel,0,42,2017,March,12,23,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,121.33,0,1,Check-Out,2017-03-26
37478,Resort Hotel,0,33,2017,June,24,16,1,2,2,0.0,0,BB,IRN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,154.0,1,1,Check-Out,2017-06-19
75505,City Hotel,1,341,2015,September,39,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
90448,City Hotel,0,220,2016,June,23,4,2,1,1,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,61.67,0,0,Check-Out,2016-06-07
26912,Resort Hotel,0,122,2016,August,32,4,3,8,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,221.0,0,0,Check-Out,2016-08-15
5968,Resort Hotel,1,40,2016,May,21,18,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,,,0,Transient,55.0,0,0,Canceled,2016-04-13
94,Resort Hotel,1,109,2015,July,27,3,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,123.0,0,1,Canceled,2015-05-26
63397,City Hotel,1,13,2017,February,6,10,2,5,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,0,Canceled,2017-01-29
79420,City Hotel,1,137,2016,January,5,27,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,,45,Transient,70.0,0,0,Canceled,2015-10-27
24484,Resort Hotel,0,83,2016,May,21,18,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,240.0,,0,Transient,95.6,1,1,Check-Out,2016-05-23
90694,City Hotel,0,3,2016,June,24,8,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.0,0,1,Check-Out,2016-06-10
99065,City Hotel,0,88,2016,October,41,7,0,2,1,0.0,0,BB,POL,Corporate,Corporate,0,0,0,A,A,1,No Deposit,193.0,,0,Transient-Party,80.0,0,0,Check-Out,2016-10-09
36395,Resort Hotel,0,119,2017,May,19,7,4,9,2,0.0,0,FB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,314.0,,0,Transient-Party,118.8,0,0,Check-Out,2017-05-20
70826,City Hotel,1,233,2017,June,25,23,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,105.0,0,0,Canceled,2017-04-21
21537,Resort Hotel,0,0,2016,March,10,2,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,45.0,0,0,Check-Out,2016-03-03
107115,City Hotel,0,137,2017,March,10,6,1,1,1,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,37.0,,0,Transient-Party,65.0,0,0,Check-Out,2017-03-08
4687,Resort Hotel,1,76,2016,March,14,28,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,56.0,0,0,Canceled,2016-02-17
34800,Resort Hotel,0,35,2017,March,13,28,2,6,1,0.0,0,BB,FIN,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,8.0,,0,Transient,36.0,0,0,Check-Out,2017-04-05
10351,Resort Hotel,1,49,2017,February,9,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,332.0,,0,Transient,35.0,0,0,Canceled,2017-01-19
111532,City Hotel,0,29,2017,May,19,9,0,3,1,0.0,0,BB,ITA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,184.33,0,0,Check-Out,2017-05-12
12330,Resort Hotel,1,275,2017,June,25,24,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,81.76,0,0,Canceled,2016-09-22
3132,Resort Hotel,0,105,2015,November,47,18,2,4,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313.0,,65,Transient-Party,69.0,0,0,Check-Out,2015-11-24
12216,Resort Hotel,1,26,2017,June,25,18,2,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,136.0,0,1,Canceled,2017-06-03
73757,City Hotel,1,272,2015,July,29,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0,Canceled,2014-10-17
93645,City Hotel,0,129,2016,July,30,22,0,2,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,,0,Transient,139.99,0,2,Check-Out,2016-07-24
103351,City Hotel,0,88,2016,December,52,18,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2016-12-21
36545,Resort Hotel,0,0,2017,May,21,23,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,,,0,Transient,162.0,1,0,Check-Out,2017-05-24
88880,City Hotel,0,7,2016,May,20,12,0,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,110.0,0,0,Check-Out,2016-05-13
75638,City Hotel,1,281,2015,July,30,25,2,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Canceled,2015-07-06
83738,City Hotel,0,92,2016,February,7,9,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,69.5,0,1,Check-Out,2016-02-11
51467,City Hotel,1,211,2016,May,21,20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,111,Transient,100.0,0,0,Canceled,2016-03-18
31077,Resort Hotel,0,9,2016,December,51,11,2,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,,0,Transient,35.12,0,2,Check-Out,2016-12-13
70543,City Hotel,1,5,2017,June,25,18,1,0,2,0.0,0,BB,AUS,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,144.0,0,0,Canceled,2017-06-15
26239,Resort Hotel,0,174,2016,July,30,18,2,5,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,3,No Deposit,250.0,,0,Transient,155.11,0,2,Check-Out,2016-07-25
26838,Resort Hotel,0,193,2016,August,32,6,2,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,172.0,1,1,Check-Out,2016-08-12
22886,Resort Hotel,0,80,2016,April,15,7,0,3,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,67.0,,0,Transient-Party,68.0,0,0,Check-Out,2016-04-10
44468,City Hotel,1,97,2015,October,41,5,1,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,140.0,0,0,Canceled,2015-07-03
42398,City Hotel,0,3,2015,September,36,5,2,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-09-09
100424,City Hotel,0,72,2016,October,44,26,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,104.4,0,0,Check-Out,2016-10-28
98350,City Hotel,0,4,2016,September,40,27,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,166.25,0,0,Check-Out,2016-09-28
49557,City Hotel,1,17,2016,April,16,14,2,4,2,1.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,132.0,0,3,Canceled,2016-03-30
96234,City Hotel,0,66,2016,August,36,29,1,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,28.0,,0,Transient,72.25,0,0,Check-Out,2016-08-31
86583,City Hotel,0,65,2016,April,14,1,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.91,0,1,Check-Out,2016-04-06
29801,Resort Hotel,0,0,2016,November,45,5,0,1,2,0.0,0,BB,MAR,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,84.0,1,0,Check-Out,2016-11-06
76514,City Hotel,1,195,2015,September,38,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,20.0,,0,Transient,48.0,0,0,Canceled,2015-07-23
98279,City Hotel,0,1,2016,September,40,26,1,0,1,0.0,0,SC,GBR,Online TA,GDS,0,0,0,E,E,0,No Deposit,195.0,,0,Transient,195.0,0,0,Check-Out,2016-09-27
70961,City Hotel,1,213,2017,June,26,26,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,323.0,,0,Transient,115.0,0,0,Canceled,2016-11-25
46388,City Hotel,1,12,2015,December,53,30,2,4,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,118.67,0,0,Canceled,2015-12-25
34565,Resort Hotel,0,226,2017,March,12,25,2,2,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,314.0,,0,Transient-Party,28.64,0,0,Check-Out,2017-03-29
42131,City Hotel,1,9,2015,August,36,31,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,2,Canceled,2015-08-25
43237,City Hotel,0,15,2015,September,38,17,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,95.48,0,1,Check-Out,2015-09-18
55983,City Hotel,1,96,2016,August,35,26,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,131.4,0,0,Canceled,2016-07-26
16767,Resort Hotel,0,243,2015,September,36,4,2,5,2,1.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,156.0,,0,Contract,132.19,0,1,Check-Out,2015-09-11
19805,Resort Hotel,0,8,2015,December,53,29,1,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,F,2,No Deposit,,,0,Transient,104.33,0,0,Check-Out,2016-01-04
117584,City Hotel,0,139,2017,August,31,5,1,1,3,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,2,Check-Out,2017-08-07
16688,Resort Hotel,1,250,2015,September,37,9,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient,123.0,0,0,Canceled,2015-09-07
19435,Resort Hotel,0,0,2015,December,51,19,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,G,0,No Deposit,241.0,,0,Transient,72.43,0,0,Check-Out,2015-12-20
87422,City Hotel,0,71,2016,April,17,18,1,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.5,0,0,Check-Out,2016-04-20
53715,City Hotel,1,101,2016,June,27,27,1,5,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,140.0,0,0,Canceled,2016-05-06
15708,Resort Hotel,1,245,2015,September,39,25,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,248.0,,0,Transient,80.0,0,0,Canceled,2015-07-31
63681,City Hotel,1,15,2017,February,7,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,95.0,0,0,Canceled,2017-02-02
16991,Resort Hotel,0,258,2015,September,38,17,1,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,50.15,0,2,Check-Out,2015-09-21
72957,City Hotel,1,181,2017,August,32,10,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,83.0,,0,Transient,133.2,0,0,Canceled,2017-03-15
5821,Resort Hotel,0,211,2016,May,20,14,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-05-16
72702,City Hotel,1,211,2017,August,31,3,1,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,115.63,0,0,Canceled,2017-01-09
13520,Resort Hotel,1,144,2017,August,33,18,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,249.0,0,2,Canceled,2017-06-01
112419,City Hotel,0,115,2017,May,20,18,2,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,1,Check-Out,2017-05-24
13838,Resort Hotel,0,183,2016,July,29,15,3,7,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,,,0,Transient,194.5,1,1,Check-Out,2016-07-25
102928,City Hotel,0,2,2016,December,50,8,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,84.0,0,1,Check-Out,2016-12-09
114540,City Hotel,0,0,2017,June,25,23,0,1,1,0.0,0,BB,FRA,Aviation,Corporate,0,0,0,A,A,0,No Deposit,,153.0,0,Transient,95.0,0,0,Check-Out,2017-06-24
26908,Resort Hotel,0,172,2016,August,34,15,3,6,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,117.2,0,0,Check-Out,2016-08-24
13519,Resort Hotel,1,88,2017,August,33,18,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,270.0,0,1,Canceled,2017-05-26
91913,City Hotel,0,53,2016,June,26,24,1,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,1,Check-Out,2016-06-27
45370,City Hotel,0,72,2015,October,44,28,0,3,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2015-10-31
106347,City Hotel,0,30,2017,February,8,22,0,2,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.0,0,1,Check-Out,2017-02-24
16546,Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68.0,,0,Transient,81.0,0,0,Canceled,2015-09-02
66996,City Hotel,1,316,2017,April,17,27,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,0,Canceled,2016-06-17
